CSFId,CSF
29800,Yellow - Tropical Punch
29801,orange - Tropical Punch
29802,pink
29803,purple
29804,white/silver
29805,Peacock Blue
29806,Lt. pink
29807,girl from ipanema
29808,"not too deep, pass the butter, perfekt, second skin, that touch of mink, toast of the town,"
29809,a taste of honey
29810,all dolled up
29811,all even
29812,california girl
29813,eye of the tiger
29814,light as a feather
29815,not too deep
29816,perfekt
29817,second skin
29818,"neutral apricot, champagne shimmer, universal blush, sun kissed bronze, coffee shimmer"
29819,"Tokyo, Calcutta, Hong kong, Nairobi, New York"
29820,"Pink Satin, Lavender, Plum, Deep Purple"
29821,"Champagne, Camel, Shimmer Copper, Espresso"
29822,"Platinum, Soft Pink, Charcoal, Midnight Black"
29823,"Almond, Bronze Sheen, Sheer Moss, Burgundy"
29824,girl from ipanema
29825,a taste of honey
29826,all dolled up
29827,california girl
29828,eye of the tiger
29829,light as a feather
29830,not too deep
29831,second skin
29832,SHADE# 3
29833,SHADE #5
29834,SHADE # 7
29835,SHADE # 9
29836,Disco Dust
29837,Feel So Teal
29838,Get Down Brown
29839,Solid Gold
29840,Lipgloss
29841,Eyeshadows
29842,Blush
29843,Lip gloss
29844,Eye shadows
29845,Bronzer
29846,Red
29847,Orange
29848,Light Pink
29849,violet
29850,pink
29851,Tiramisu - Mat
29852,Sailor suit - glitter
29853,Multi-Glitter
29854,Baby pink shimmer
29855,pink
29856,Fuchsia Glitter
29857,Hot pink
29858,Neutral rose
29859,Peach shimmer
29860,Red shimmer
29861,Red
29862,Bronzer
29863,Blush
29864,Highligther
29865,eyeshadow
29866,Light ivory
29867,Light natural
29868,Tan nutmeg
29869,Deep mocha
29870,Glittering Emerald
29871,Bewitched Black
29872,Midnight Navy
29873,Sassy Silver
29874,VIP Gold
29875,Vip gold
29876,Midnight navy
29877,Majestic purple
29878,Ice white
29879,Mystic teal
29880,Sweetheart pink
29881,Sunset copper
29882,Chocolat brown
29883,Red wand
29884,Pink wand
29885,Nude wand
29886,Peach glow
29887,Berry glow
29888,Purple glow
29889,Fuchsia glow
29890,Mauve glow
29891,Eyeshadows
29892,lip gloss
29893,Eye highlighter
29894,Eyeshadow
29895,Eyepencil
29896,Glossy purple
29897,Glossy Pale pink
29898,Glossy beige
29899,PROVOCATIVE BURGUNDY
29900,PROVOCATIVE BLACK
29904,5- PORCELAIN
29905,10-IVORY
29906,12-ECRU
29907,31-ALMOND
29908,55-COCOA
29909,Pink porcelain
29910,Medium beige
29911,Medium peach
29912,Medium pink beige
29913,Medium sand
29914,Medium almond
29916,01 AQUA
29917,02 BLUE
29918,03 LAVENDER
29919,04 FUCHSIA
29920,05 GOLD
29921,06 SILVER
29922,07 IRIDESCENT
29923,08 HOLOGRAPHIC
29924,14-DELICATE BEIGE
29925,20- CREAM
29926,22- NATURAL
29927,23 NATURAL BEIGE
29928,25- BEIGE
29929,26-PEACH
29930,30-SAND
29931,33-WALNUT
29932,35-BRONZE
29933,45 CAFE LATTE
29934,Red
29935,Pink
29936,Purple
29940,Sugar Plum
29941,Frosted Cherry Twist
29942,Love Letter
29943,On the Road
29944,Stockholm
29945,Devotion
29956,02 Shade: Honey Beige
29957,03 Shade: Honey Peach
29958,Iron Oxides
29959,Red 40 Lake
29960,Manganese Violet
29961,TAN-ENG063499
29962,DARK - ENG063506
29963,LIGHT - ENG063505
29964,MEDIUM - ENG063504
29965,Soft Sable
29966,Tawny
29967,Toasted Almond
29968,Classic Tan
29969,Creamy Beige
29970,Soft Honey
29971,Buff Beige
29972,Classic Beige
29973,Classic Ivory
29974,Creamy Natural
29975,Ivory
29976,Medium Light
29977,Natural Beige
29978,Natural Ivory
29979,Warm Beige
29980,Red
29981,Black
29982,Green
29983,Brown
29984,Yellow
29985,Red
29986,Blue
29987,Yellow
29988,Pink
29989,Purple
29990,Green
29991,Black
29992,Red
29993,Blue
29994,blue
29995,Yellow
29996,Pink
29997,Purple
29998,White
29999,Red
30000,Blue
30001,Yellow
30002,Pink
30003,Purple
30004,White
30005,Brick Lane
30006,Burgundy Palace
30007,Royal Rose
30008,Purple Crown
30009,English Breakfast
30010,Afternoon Tea
30011,Royal Tea
30012,Mayfair
30013,Crown Jewels
30014,Diamond Jubilee
30015,Summer Chic
30016,Modern Blues
30017,Sumptuous Tourmaline
30018,Spices
30019,Lynx
30020,Twilight Zone
30021,Royal Linen
30022,Backstage
30023,Urban Green
30028,EYEGASM
30029,HOMIE
30030,PROUD PEACOCK
30031,TURBO LOVER
30032,D.R.A.
30033,PIAF
30034,NAPOLITANO
30035,BEYOND REDEMPTION
30036,FEVER RAY
30037,DREAMER
30038,HELMUT
30039,LIGHT 42
30040,LIGHT 44
30041,LIGHT 45
30042,LIGHT 46
30043,LIGHT 48
30044,LIGHT 49
30045,MEDIUM 52
30046,MEDIUM 53
30047,MEDIUM 54
30048,MEDIUM 56
30049,MEDIUM 57
30050,MEDIUM 58
30051,MEDIUM 62
30052,MEDIUM 64
30053,DEEP 66
30054,DEEP 68
30055,1 - ELEGANT PORCELAIN
30056,2 - ELEGANT SHELL
30057,3 - ELEGANT SAND
30058,4 - ELEGANT BEIGE
30059,5 - ELEGANT HONEY
30060,6 - ELEGANT GOLD
30061,7 - ELEGANT GINGER
30062,8 - ELEGANT AMBER
30063,1 - ELEGANT PORCELAIN
30064,2 - ELEGANT SHELL
30065,3 - ELEGANT SAND
30066,5 - ELEGANT HONEY
30067,6 - ELEGANT GOLD
30069,"Blue 1, Red 33 - Lavender"
30070,LIGHT 16
30071,LIGHT 18
30072,MEDIUM 22
30073,MEDIUM 24
30074,MEDIUM 26
30075,MEDIUM 28
30076,DEEP 34
30077,DEEP 36
30078,DEEP 38
30079,BIKER
30080,SKATER
30081,TROOPER
30082,MAYA
30083,POETICA
30084,SAINT
30085,SINNER
30086,LADYBIRD
30087,BEETHOVEN
30088,LUDWIG
30089,ADORA
30090,FOREVER & NEVER
30091,F.T.W.
30092,OH MY GOTH
30093,VALENTINE
30094,A-GO-GO
30095,AGATHA
30096,BACKSTAGE BAMBI
30097,CATHEDRAL
30098,CELEBUTARD
30099,CORAL CASTLE
30100,LOLITA
30101,LOVECRAFT
30102,PRAYER
30103,RITUAL
30104,ROSARY
30105,HEARTAGRAM
30106,ESSEX
30107,TRUTH
30108,POR VIDA
30109,BELLISIMA
30110,WISH
30111,LOVE SONG
30112,BLACK METAL LOVE
30113,ROMANTICO
30114,LOVE METAL
30115,TURBO LOVER
30116,IMMORTAL LOVE
30117,HOMIE
30118,EYEGASM
30119,BRASS KNUCKLES
30120,RHI-VENGE
30121,PROUD PEACOCK
30122,CALL GIRL
30123,SHADY BUSINESS I
30124,SHADY BUSINESS II
30125,BACKSTAGE BAMBI
30126,BERLIN
30127,BOW & ARROW
30128,JEFFREE
30129,LOLITA
30130,FOREVER & NEVER
30131,BACKSTAGE BAMBI
30132,ADORA
30133,HELLBENT
30134,SKIN
30135,"Blue 1, Red 33, Yellow 5, Yellow 6 - Cocoa"
30136,Very Berry
30137,FD&C Yellow 5
30138,Smoky
30143,N�098 Lunar eclipse
30144,N�099 Planet earth
30145,N�100 Accross the universe
30146,N�103 Star-crossed lovers
30147,R32 Little treat cream
30148,R33 Unfaithful cream
30149,R34 Call girl cream
30150,R35 Cougar cream
30151,R37 Cancan cream
30152,R38 Naughty cream
30153,R39 Super hot cream
30154,R41 Truth or dare cream
30155,R43 We have to talk! Cream
30156,01 Beige extract
30157,02 Rosewood elixir
30158,03 Pink essence
30159,04 Magenta ink
30160,05 Fuchsia concentrate
30161,06 Coral extract
30162,07 Strawberry tint
30163,08 Tangerine ink
30164,09 Orange elixir
30165,10 Red essence
30166,11 Ruby extract
30167,12 Cherry nectar
30168,13 Plum concentrate
30169,Red Raspberry
30170,Vanilla Chai
30171,Coconut
30172,grape
30174,Wow
30175,Pizazz
30176,N0
30177,N10
30178,N20
30179,N25
30180,N30
30181,N35
30182,N40
30183,N50
30184,N60
30185,N70
30186,N80
30187,N90
30188,N100
30189,N110
30190,P20
30191,P30
30192,P40
30193,P50
30194,G20
30195,G30
30196,G40
30197,G50
30198,G60
30199,G70
30200,G80
30201,Child
30202,Fortune
30203,Icon
30204,Ignite
30205,Nectar
30206,Primal
30207,Reflect
30208,Siren
30209,Truth
30210,Verse
30211,Verse
30212,Pearl
30213,Sand
30214,Warm
30215,Fair
30216,Natural
30217,Tan
30219,"Blue 1, Yellow 5"
30220,"FD&C Red No 40, FD&C Yellow No 5 - Peach"
30221,Coconut
30222,"FD&C Blue No 1, FD&C Red No 33 - Lavender Chamomile"
30226,Blonde
30227,Soft Brunette
30228,Dark Brunette
30231,5 - MOONLIGHT CROISIERE
30232,6 - BLOOMING CROISIERE
30233,21 - Inspiration Rose
30234,22 - Vintage Pink
30235,23 -Aficionado Peach
30236,24 - It-Girl Purple
30237,25 - In Vogue Orange
30238,26 - Fashionista Brown
30239,81 - Pastel Tulle
30240,82 - Rose Cashmere
30241,83 - Peach Plumetis
30242,84 - Beige Mousseline
30243,85 - Amber Organza
30244,86 - Toffee Taffeta
30245,87 - Pink Velvet
30246,88 - Acoustic Pastel
30247,79 - BUCOLIC BLOSSOMS
30248,86 - ROSE ATTRACTION
30249,15 - COFFEE
30250,01 - MAGIC BLACK
30251,02 - DELICATE NUDE
30252,1 - PEARLY ROSE
30253,2 - PEARLY NUDE
30254,1 - TOP COAT BLANC SATIN
30255,10 - ROSE ILLUSION
30256,2 - BEIGE MOUSSELINE
30257,3 - ROSE DENTELLE
30258,4 - BLEU SOIE
30259,5 - TAUPE VELOURS
30260,6 - KAKI BROCART
30261,7 - GRIS ORGANZA
30262,8 - PRUNE TAFFETAS
30263,9 - BRUN CACHEMIRE
30264,0 - PERFECT LINEN
30265,Black
30266,Brown
30267,Ethereal Light
30268,Diffused Light
30269,Dim Light
30270,Luminous Light
30271,Mood Light
30272,Radiant Light
30307,No. 0
30308,No. 1
30309,No. 1.5
30310,No. 2
30311,No. 3
30312,No. 3.5
30313,No. 4
30314,No. 5
30315,No. 6
30316,No. 7
30317,No. 8
30318,Almond
30319,Beige
30320,Chestnut
30321,Golden
30322,Honey
30323,Ivory
30324,Light Beige
30325,Natural
30326,Nude
30327,Pearl
30328,Porcelain
30329,Sable
30330,Sand
30331,Shell
30332,Tan
30333,Vanilla
30334,Warm Beige
30335,tan
30336,blue
30337,brown
30338,light pink
30339,pink
30340,purple
30346,06 clair / 06 light
30347,13 clair / 13 light
30348,26 peche / 26 peach
30349,29 moyen / 29 medium
30350,30 moyen / 30 medium
30351,31 moyen / 31 medium
30352,DARK PINK
30353,GOLD
30354,ORANGE
30355,GOLD
30356,PINK
30357,Cherry
30358,Blush Orchid
30359,Caramel Daisy
30360,Hibiscus
30361,Honeysuckle
30362,Petunia
30363,Pink Blossom
30364,Red Dahlia
30365,Sweet Violet
30366,Tiger Lily
30367,Juciy Peach
30368,Nectar Nude
30369,Pucker Berry
30370,Sheer Lemon
30371,Sweet Pink
30372,Zesty Red
30373,Caramel
30374,Champagne
30375,Cherry
30376,Cocoa
30377,Coffee
30378,Fig
30379,Guava
30380,Merlot
30381,Nutmeg
30382,Papaya
30383,Peony
30384,Plum
30385,Radiance
30386,Rhubarb
30387,Strawberry
30388,Toffee
30389,Watermelon
30390,Autumn Haze
30391,Evening Glow
30392,Fall Foliage
30393,Nearly Dusk
30394,Ocean Sunrise
30395,Rosy Dawn
30396,Ruby Moon
30397,Spring Splendor
30398,Starry Night
30399,Summer Twilight
30400,Sunny Day
30401,Blush
30402,Flutter
30403,Pucker
30404,Whisper
30405,Wink
30406,Naturelle
30407,Honey Beige
30408,Translucent Fragrance Free
30409,Fragrance Free Luminous Translucent
30410,golden - light
30411,golden - medium
30412,golden - dark
30413,honey - light
30414,honey - medium
30415,beige - light
30416,beige - medium
30417,beige - dark
30418,natural - fair
30419,natural - light
30420,natural - medium
30421,natural - dark
30422,petunia
30423,petunia
30424,terra cotta
30425,terra cotta
30426,bare
30427,hibiscus
30428,bare
30429,begonia
30430,bellini
30431,hibiscus
30432,innocent
30433,nectar
30434,papaya
30435,paradise
30436,rosebud
30437,sandalwood
30438,sheer petal
30439,spice berry
30440,sunset
30441,sweet
30442,sunkiss
30443,sunlight
30444,auburn
30445,blonde
30446,brown
30447,taupe
30448,Sunset Bronzing Palette
30449,Major Brown
30450,Man Overboard
30451,Green Eyed Monster
30452,Midnight Skinny Dip
30453,Out of the Blue
30454,beige
30455,golden
30456,golden-honey
30457,natural
30458,golden (light)
30459,golden (dark)
30460,beige (light)
30461,beige (dark)
30462,honey (light)
30463,honey (dark)
30464,natural (light)
30465,natural (dark)
30466,Coral Garden
30467,To Nude or Not to Nude?
30468,Piccadilly Pink
30469,Back to the Fuchsia
30470,As You Want Victoria
30471,Let's Get Naked
30472,Sunshine
30473,Warm Sand
30474,Classic Ivory
30475,Light Nude
30476,Royal Blue
30477,Green Shimmer
30478,True Beige
30479,Light Ivory
30480,Light Porcelain
30481,rose for romance
30482,skinny jeans
30483,blue haute couture
30484,love to hate me
30485,army brat
30486,neon skirt
30487,stacked heels
30488,perfume id
30489,hollywood icon
30490,sultry seductress
30491,what happens in vegas
30492,shopping spree
30493,so over it!
30494,sophisticated angel
30495,cupa joe
30496,snooze addict
30497,because i'm worth it!
30498,cookies & cream
30499,black pump
30500,good luck charm
30501,black
30502,blackest black
30503,eternally nude
30504,everlasting caramel
30505,stubborn plum
30506,endless red
30507,pink rebellion
30508,pink perseverance
30509,infinite fuchsia
30510,berry persistent
30511,lilac ever after
30512,rose on and on
30513,pink resistance
30514,coral tattoo
30515,fair/light neutral
30516,light/medium neutral
30517,medium/deep warm
30518,fair/light warm
30519,light/medium warm
30520,medium/deep neutral
30521,nude
30522,very black
30523,brownish black
30524,blackest black
30525,brownish black
30526,very black
30527,faint for fuchsia
30528,pin up peach
30529,petal rebel
30530,one size fits pearl
30531,cherry on top
30532,who wore it red-er
30533,orange attitude
30534,coral ambition
30535,mad for magenta
30536,oh la lilac
30537,berry ready
30538,made-it mauve
30539,rose of attraction
30540,go nude
30541,bare to be bold
30542,a plum prospect
30543,some like it taupe
30544,mocha muse
30545,lust for blush
30546,pink possibilities
30547,creamy beige
30548,pure beige
30549,creamy ivory
30550,buff beige
30551,classic ivory
30552,nude beige
30553,caramel
30554,honey beige
30555,medium beige
30556,natural beige
30557,sandy beige
30558,creamy natural
30559,medium/deep
30560,light/medium
30561,light
30562,fair
30563,fair/light
30564,light/medium
30565,deep
30566,medium/deep
30567,medium/deep
30568,fair
30569,light/medium
30570,Seashell
30571,Pebble
30572,Sand Dune
30573,Driftwood
30574,Golden Champagne
30575,Pink Topaz
30576,Amber Glitz
30577,Bronze Shimmer
30578,Amethyst Dazzle
30579,Aquamarine Sparkle
30580,Brilliant Sapphire
30581,Diamond Dust
30582,Midtown Mauves
30583,Smokin' Charcoals
30584,Murray Hill Melon
30585,Red Velvet Rope
30586,Preppy Pink
30587,Wine Bar
30588,Rock the Party!
30589,Lexington Lilac
30590,Fuchsia Glamour
30591,Boat Basin
30592,Skyline Blue
30593,Tudor City Teal
30594,Midtown Mimosas
30595,Pink Bling
30596,Pink Champagne
30597,Black
30598,black
30599,black brown
30600,blackest black
30601,brownish black
30602,very black
30603,blackest black
30604,brownish black
30605,very black
30606,Naturally Beige
30607,light/medium
30608,medium/deep
30609,Light
30610,Medium
30611,Tan
30612,Deep
30613,creamy natural
30614,nude beige
30615,classic ivory
30616,light ivory
30617,soft sable
30618,classic tan
30619,sun beige
30620,true beige
30621,buff beige
30622,sand beige
30623,natural beige
30624,natural buff
30625,cobalt
30626,black brown
30627,black
30628,white
30629,green
30630,violet
30631,Copper Penny
30632,Wedding Glitters
30633,Golden Rule
30634,Gilty Party
30635,Snow Globe
30636,Hi Ho Silver
30637,Shoot the Moon
30638,Debut-tint
30639,Sheer Bliss
30640,Sheer Ecstasy
30641,Shell We Dance?
30642,Arm Candy
30643,Plum's the World
30644,Greige
30645,Almost Almond
30646,Earl Gray
30647,Gray-t Escape
30648,Sweet Talker
30649,Pink a Card
30650,I Lilac You
30651,Firey Island
30652,Get Juiced
30653,Rosy Outlook
30654,Punch Drunk
30655,Jungle Gen
30656,Please Sea Me
30657,Jaded
30658,Blue my Mind
30659,Mermaid's Tail
30660,Water Color
30661,Black and Blue
30662,Blush Over Hue
30663,Crown Jewels
30664,Over the Rainblue
30665,Glare Necessities
30666,Strawberry Shields
30667,Open Mica Night
30668,Cheery on Top
30669,Wave Break
30670,Coral Collide
30671,Sage Smash
30672,Star Burst
30673,porcelain
30674,ivory
30675,classic ivory
30676,buff beige
30677,natural beige
30678,pure beige
30679,golden beige
30680,sun beige
30681,toffee
30682,cappuccino
30683,natural buff
30684,fair
30685,fair/light
30686,light
30687,medium
30688,100
30689,200
30690,300
30691,400
30692,500
30705,rose in love
30706,midnight rose
30707,coral electric
30708,urban ballet
30709,bronzed shimmer
30710,navy gleam
30711,polished green
30712,glossy teal
30713,violet luster
30714,black lacquer
30715,too cool
30716,pink me up
30717,just peachy
30718,soothing sorbet
30719,coral crave
30720,berry soft
30721,Warmth
30722,Love
30723,glittermania
30724,flash n fuschia
30725,scarlette starlette
30726,just strass
30727,mocha queen
30728,ginger star
30729,fizzy rosie
30730,cinema cinnamon
30731,gem n glam
30732,pink posh
30733,rose oscar
30734,blink pink
30735,pink carat
30736,pink pamille
30737,lily en lame
30738,violette pailette
30739,under the spotlight
30740,peach show
30741,102
30742,701
30743,106
30744,107
30745,108
30746,109
30747,202
30748,300
30749,301
30750,302
30751,303
30752,400
30753,406
30754,500
30755,501
30756,503
30757,519
30758,520
30759,521
30760,522
30761,523
30762,524
30763,525
30764,526
30765,527
30766,528
30767,529
30768,600
30769,607
30770,608
30771,Flawless
30772,Bridal Shower
30773,Ring-a-Ding
30774,jade
30775,turquoise
30776,amethyst
30777,sapphire
30778,emerald
30779,gold
30780,chrome
30781,silver
30782,black diamond
30783,copper
30784,Supernova
30785,Perky Pink
30786,Coin Flip
30787,Breeze Blue
30788,Invisible
30789,Violet Voltage
30790,Coral Reef
30791,Pink Satin
30792,Pink Punk
30793,Hot Tamale
30794,Pucker Up
30795,Pep-Plum
30796,Jazzy Jade
30797,Sea-ing Stars
30798,Bold Gold
30799,Shine On
30800,Blue Boom
30801,Pink Blink
30802,Sand Storm
30803,Go for Gold
30804,Grease Lightening
30805,Grape Shifter
30806,In Prompt Blue
30807,I-rush Luck
30808,Gold
30809,Candlelight
30810,Silver Bell
30811,Silent Night
30812,Frost
30813,Mystery
30814,305
30815,601
30816,600
30817,510
30818,509
30819,100
30820,102
30821,103
30822,104
30823,105
30824,200
30825,201
30826,202
30827,203
30828,204
30829,300
30830,301
30831,302
30832,303
30833,304
30834,400
30835,401
30836,402
30837,403
30838,500
30839,501
30840,502
30841,503
30842,504
30843,505
30844,506
30845,507
30846,508
30847,Clear
30848,Light Grey
30849,Black - Round Tip
30850,White - Round Tip
30851,White - Round Tip
30852,Magenta
30853,Misty Rose
30854,Kiss of Pink
30855,Hibiscus
30856,Sugar Plum
30857,Polished Pearl
30859,Disk O-Queen
30860,Side Swipe
30861,Red My Tulips
30862,Horse A-Round
30863,Heart Breaker
30864,The Bold Rush
30865,Out of Line
30866,Mane Event
30867,Cut it Out
30868,fig
30869,guava
30870,100 ivoire n
30871,110 ivoire c
30872,140 ivoire n
30873,160 ivoire w
30874,210 buff n
30875,220 buff c
30876,250 bisque w
30877,260 �bisque n
30878,310 �bisque c
30879,320 bisque w
30880,340 �bisque n
30881,350 �bisque c
30882,360 �bisque n
30883,420 �bisque n
30884,430 �bisque c
30885,450 suede n
30886,460 �suede w
30887,500 �suede w
30888,530 �suede c
30889,550 �suede c
30890,gold
30891,silver
30892,bronze
30893,Mint
30894,Natural Beige - 412
30895,706
30896,707
30897,708
30898,316
30899,317
30900,amethyst
30901,amethyst
30902,ballerina
30903,ballerina
30904,ballerina
30905,champagne rose
30906,champagne rose
30907,copper sheen
30908,copper sheen
30909,copper sheen
30910,coffee
30911,coffee
30912,mulberry
30913,mulberry
30914,napoli
30915,palm
30916,palm
30917,palm
30918,posh
30919,posh
30920,posh
30921,sandstone
30922,bamboo
30923,banana
30924,blue suede
30925,diamond
30926,eggplant
30927,fawn
30928,fern
30929,grey stone
30930,harvest
30931,haze
30932,lilac
30933,linen
30934,mermaid
30935,ocean
30936,opal
30937,orchid
30938,rain forest
30939,sand pebble
30940,sea shell
30941,silver mist
30942,twig
30943,twinkle
30944,water lily
30945,blushing
30946,bronze glo
30947,brown sugar
30948,cherry blossom
30949,coconut
30950,lilac luster
30951,lily
30952,mango
30953,naked
30954,nude
30955,peony
30956,persimmons
30957,pink blossom
30958,plum glaze
30959,rose gold
30960,star struck
30961,whisper
30962,Crystal Coral - 198
30963,Barely Pink - 199
30964,Autumn Cherry - 200
30965,Aubergine - 1128
30966,Bronze Sky - 1129
30967,Rosa Rosa - 1130
30968,Rosa Rosa - 1130
30969,Rosa Rosa - 1130
30970,Rosa Rosa - 1130
30971,Orange Soda - 1131
30972,Scarlet Fever - 1132
30973,Pink Veil - 1133
30974,Lustrous Pink - 1134
30975,Orange Poppy - 1135
30976,Red Delicious - 1136
30977,Sweet Pepper - 1137
30978,Sweet Pepper - 1137
30979,Hot Red - 1138
30980,Aubergine - 1.3
30981,Scarlet Fever - 1.5
30982,Red Delicious - 2.3
30983,Passion Berry - 193
30984,Crystal Coral - 198
30985,Barely Pink - 199
30986,Autumn Cherry - 200
30987,Golden Green - 231
30988,Plum Perfect - 233
30989,Plum Perfect - 233
30990,Plum Perfect - 233
30991,Eggplant - 234
30992,Chocolat - 235
30993,Regal - 236
30994,Starry Night - 237
30995,Rose Confetti - 239
30996,Lemon Square - 240
30997,clear
30998,sheer berry
30999,copper shimmer
31000,clearly pink
31001,clearly red
31002,clearly tango
31003,aubergine
31004,bella
31005,blush
31006,bordeaux
31007,cabaret
31008,coral
31009,natural
31010,nutmeg
31011,pink sugar
31012,raspberry
31013,rose petal
31014,siren
31015,socialite
31016,spiced rum
31017,snapdragon
31018,sugarplum
31019,toffee
31020,treasure
31021,tulip
31022,vixen
31023,willow
31024,willow
31025,Classy Glassy
31026,Gramercy Glitz
31027,Carrie'd Away
31028,Oh Soho Sweet
31029,Lingering Lingerie
31030,Make me Blush
31031,Leather and Mink
31032,Grey Haze
31033,Late Night Latte
31034,Late Night Lilac
31035,Blushing Golden
31036,Caramel Apple
31037,Chocolate Apple
31038,Pink Lady
31039,Apple Blossom
31040,Applelicious Pink
